com;typecom;reg;dep;arr;tncc;ncc;nccenr;libelle;can;comparent;nom_commune;latitude;longitude
47066;COM;75;47;471;0;CLERMONT DESSOUS;Clermont-Dessous;Clermont-Dessous;4706;;Clermont-Dessous;44.25;0.416667
47067;COM;75;47;471;0;CLERMONT SOUBIRAN;Clermont-Soubiran;Clermont-Soubiran;4717;;Clermont-Soubiran;;
47068;COM;75;47;472;0;COCUMONT;Cocumont;Cocumont;4713;;Cocumont;44.45;0.033333
47069;COM;75;47;471;0;COLAYRAC SAINT CIRQ;Colayrac-Saint-Cirq;Colayrac-Saint-Cirq;4715;;Colayrac-Saint-Cirq;44.216667;0.566667
47070;COM;75;47;473;0;CONDEZAYGUES;Condezaygues;Condezaygues;4709;;Condezaygues;44.483333;0.916667
47071;COM;75;47;472;0;COULX;Coulx;Coulx;4718;;Coulx;44.466667;0.483333
47072;COM;75;47;473;0;COURBIAC;Courbiac;Courbiac;4709;;Courbiac;44.383333;1.05
47073;COM;75;47;471;0;COURS;Cours;Cours;4706;;Cours;44.333333;0.583333
47074;COM;75;47;472;0;COUTHURES SUR GARONNE;Couthures-sur-Garonne;Couthures-sur-Garonne;4713;;Couthures-sur-Garonne;44.516667;0.083333
47075;COM;75;47;471;3;CROIX BLANCHE;Croix-Blanche;La Croix-Blanche;4716;;La Croix-Blanche;44.3;0.683333
47076;COM;75;47;471;0;CUQ;Cuq;Cuq;4717;;Cuq;44.083333;0.7
47077;COM;75;47;473;0;CUZORN;Cuzorn;Cuzorn;4709;;Cuzorn;44.55;0.95
47078;COM;75;47;474;0;DAMAZAN;Damazan;Damazan;4711;;Damazan;44.283333;0.283333
47079;COM;75;47;473;0;DAUSSE;Dausse;Dausse;4716;;Dausse;44.383333;0.9
47080;COM;75;47;473;0;DEVILLAC;Dévillac;Dévillac;4710;;DÃ©villac;44.6;0.8
47081;COM;75;47;473;0;DOLMAYRAC;Dolmayrac;Dolmayrac;4712;;Dolmayrac;44.366667;0.583333
47082;COM;75;47;471;0;DONDAS;Dondas;Dondas;4716;;Dondas;44.25;0.85
47083;COM;75;47;473;0;DOUDRAC;Doudrac;Doudrac;4710;;Doudrac;44.65;0.683333
47084;COM;75;47;473;0;DOUZAINS;Douzains;Douzains;4719;;Douzains;44.633333;0.533333
47085;COM;75;47;474;0;DURANCE;Durance;Durance;4708;;Durance;44.166667;0.166667
47086;COM;75;47;472;0;DURAS;Duras;Duras;4707;;Duras;44.666667;0.183333
47087;COM;75;47;471;1;ENGAYRAC;Engayrac;Engayrac;4716;;Engayrac;44.266667;0.9
47088;COM;75;47;472;1;ESCASSEFORT;Escassefort;Escassefort;4707;;Escassefort;44.55;0.233333
47089;COM;75;47;472;1;ESCLOTTES;Esclottes;Esclottes;4707;;Esclottes;44.7;0.166667
47090;COM;75;47;474;1;ESPIENS;Espiens;Espiens;4705;;Espiens;44.166667;0.366667
47091;COM;75;47;471;1;ESTILLAC;Estillac;Estillac;4715;;Estillac;44.166667;0.55
47092;COM;75;47;471;0;FALS;Fals;Fals;4717;;Fals;44.1;0.666667
47093;COM;75;47;474;0;FARGUES SUR OURBISE;Fargues-sur-Ourbise;Fargues-sur-Ourbise;4708;;Fargues-sur-Ourbise;44.233333;0.15
47094;COM;75;47;472;0;FAUGUEROLLES;Fauguerolles;Fauguerolles;4714;;Fauguerolles;44.433333;0.25
47095;COM;75;47;472;0;FAUILLET;Fauillet;Fauillet;4718;;Fauillet;44.416667;0.283333
47096;COM;75;47;473;0;FERRENSAC;Ferrensac;Ferrensac;4719;;Ferrensac;44.633333;0.616667
47097;COM;75;47;474;0;FEUGAROLLES;Feugarolles;Feugarolles;4711;;Feugarolles;44.216667;0.35
47098;COM;75;47;474;0;FIEUX;Fieux;Fieux;4705;;Fieux;44.1;0.416667
47099;COM;75;47;473;0;FONGRAVE;Fongrave;Fongrave;4712;;Fongrave;44.533333;0.4
47100;COM;75;47;471;0;FOULAYRONNES;Foulayronnes;Foulayronnes;4701;;Foulayronnes;44.233333;0.666667
47101;COM;75;47;472;0;FOURQUES SUR GARONNE;Fourques-sur-Garonne;Fourques-sur-Garonne;4714;;Fourques-sur-Garonne;44.45;0.183333
47102;COM;75;47;474;0;FRANCESCAS;Francescas;Francescas;4705;;Francescas;44.066667;0.433333
47103;COM;75;47;474;0;FRECHOU;Fréchou;Fréchou;4705;;FrÃ©chou;44.083333;0.316667
47104;COM;75;47;471;0;FREGIMONT;Frégimont;Frégimont;4706;;FrÃ©gimont;44.283333;0.466667
47105;COM;75;47;473;0;FRESPECH;Frespech;Frespech;4716;;Frespech;44.316667;0.833333
47106;COM;75;47;473;0;FUMEL;Fumel;Fumel;4709;;Fumel;44.5;0.966667
47107;COM;75;47;471;0;GALAPIAN;Galapian;Galapian;4706;;Galapian;44.3;0.416667
47108;COM;75;47;472;0;GAUJAC;Gaujac;Gaujac;4713;;Gaujac;44.5;0.116667
47109;COM;75;47;473;0;GAVAUDUN;Gavaudun;Gavaudun;4710;;Gavaudun;44.566667;0.9
47110;COM;75;47;472;0;GONTAUD DE NOGARET;Gontaud-de-Nogaret;Gontaud-de-Nogaret;4714;;Gontaud-de-Nogaret;;
47111;COM;75;47;471;0;GRANGES SUR LOT;Granges-sur-Lot;Granges-sur-Lot;4706;;Granges-sur-Lot;44.383333;0.466667
47112;COM;75;47;472;0;GRATELOUP SAINT GAYRAND;Grateloup-Saint-Gayrand;Grateloup-Saint-Gayrand;4718;;Grateloup;44.416667;0.383333
47113;COM;75;47;471;0;GRAYSSAS;Grayssas;Grayssas;4717;;Grayssas;44.166667;0.883333
47114;COM;75;47;472;0;GREZET CAVAGNAN;Grézet-Cavagnan;Grézet-Cavagnan;4708;;GrÃ©zet-Cavagnan;44.383333;0.133333
47115;COM;75;47;472;0;GUERIN;Guérin;Guérin;4708;;GuÃ©rin;44.4;0.083333
47117;COM;75;47;473;1;HAUTEFAGE LA TOUR;Hautefage-la-Tour;Hautefage-la-Tour;4721;;Hautefage-la-Tour;44.316667;0.8
47118;COM;75;47;472;1;HAUTESVIGNES;Hautesvignes;Hautesvignes;4718;;Hautesvignes;44.466667;0.35
47119;COM;75;47;474;1;HOUEILLES;Houeillès;Houeillès;4708;;HoueillÃ¨s;44.2;0.033333
47120;COM;75;47;472;0;JUSIX;Jusix;Jusix;4707;;Jusix;44.533333;0.066667
47121;COM;75;47;472;0;LABASTIDE CASTEL AMOUROUX;Labastide-Castel-Amouroux;Labastide-Castel-Amouroux;4708;;Labastide-Castel-Amouroux;44.35;0.116667
47122;COM;75;47;472;0;LABRETONIE;Labretonie;Labretonie;4718;;Labretonie;44.483333;0.366667
47123;COM;75;47;473;0;LACAPELLE BIRON;Lacapelle-Biron;Lacapelle-Biron;4709;;Lacapelle-Biron;44.6;0.9
47124;COM;75;47;473;0;LACAUSSADE;Lacaussade;Lacaussade;4710;;Lacaussade;44.516667;0.833333
47125;COM;75;47;471;0;LACEPEDE;Lacépède;Lacépède;4706;;LacÃ©pÃ¨de;44.333333;0.466667
47126;COM;75;47;472;0;LACHAPELLE;Lachapelle;Lachapelle;4707;;Lachapelle;44.566667;0.266667
47127;COM;75;47;472;0;LAFITTE SUR LOT;Lafitte-sur-Lot;Lafitte-sur-Lot;4718;;Lafitte-sur-Lot;;
47128;COM;75;47;471;0;LAFOX;Lafox;Lafox;4717;;Lafox;44.166667;0.7
47129;COM;75;47;471;0;LAGARRIGUE;Lagarrigue;Lagarrigue;4706;;Lagarrigue;44.3;0.383333
47130;COM;75;47;472;0;LAGRUERE;Lagruère;Lagruère;4708;;LagruÃ¨re;44.383333;0.233333
47131;COM;75;47;472;0;LAGUPIE;Lagupie;Lagupie;4707;;Lagupie;44.55;0.133333
47132;COM;75;47;473;0;LALANDUSSE;Lalandusse;Lalandusse;4719;;Lalandusse;44.65;0.533333
47133;COM;75;47;474;0;LAMONTJOIE;Lamontjoie;Lamontjoie;4705;;Lamontjoie;44.066667;0.533333
47134;COM;75;47;474;0;LANNES;Lannes;Lannes;4705;;Lannes;44.033333;0.283333
47135;COM;75;47;472;0;LAPARADE;Laparade;Laparade;4718;;Laparade;44.383333;0.45
47136;COM;75;47;472;0;LAPERCHE;Laperche;Laperche;4719;;Laperche;44.55;0.416667
47137;COM;75;47;471;0;LAPLUME;Laplume;Laplume;4715;;Laplume;44.116667;0.533333
47138;COM;75;47;471;0;LAROQUE TIMBAUT;Laroque-Timbaut;Laroque-Timbaut;4716;;Laroque-Timbaut;44.283333;0.766667
47139;COM;75;47;474;0;LASSERRE;Lasserre;Lasserre;4705;;Lasserre;;
47140;COM;75;47;471;0;LAUGNAC;Laugnac;Laugnac;4706;;Laugnac;44.316667;0.6
47141;COM;75;47;473;0;LAUSSOU;Laussou;Laussou;4710;;Laussou;44.583333;0.816667
47142;COM;75;47;472;0;LAUZUN;Lauzun;Lauzun;4719;;Lauzun;44.633333;0.466667
47143;COM;75;47;474;0;LAVARDAC;Lavardac;Lavardac;4711;;Lavardac;44.183333;0.3
47144;COM;75;47;472;0;LAVERGNE;Lavergne;Lavergne;4719;;Lavergne;44.583333;0.4
47145;COM;75;47;471;0;LAYRAC;Layrac;Layrac;4717;;Layrac;44.133333;0.666667
47146;COM;75;47;473;0;LEDAT;Lédat;Lédat;4720;;LÃ©dat;;
47147;COM;75;47;472;0;LEVIGNAC DE GUYENNE;Lévignac-de-Guyenne;Lévignac-de-Guyenne;4707;;LÃ©vignac-de-Guyenne;44.633333;0.2
47148;COM;75;47;474;0;LEYRITZ MONCASSIN;Leyritz-Moncassin;Leyritz-Moncassin;4708;;Leyritz-Moncassin;44.316667;0.183333
47150;COM;75;47;472;0;LONGUEVILLE;Longueville;Longueville;4714;;Longueville;44.466667;0.233333
47151;COM;75;47;472;0;LOUBES BERNAC;Loubès-Bernac;Loubès-Bernac;4707;;LoubÃ¨s-Bernac;44.716667;0.283333
47152;COM;75;47;473;0;LOUGRATTE;Lougratte;Lougratte;4719;;Lougratte;44.583333;0.616667
47154;COM;75;47;471;0;LUSIGNAN PETIT;Lusignan-Petit;Lusignan-Petit;4706;;Lusignan-Petit;44.283333;0.533333
47155;COM;75;47;471;0;MADAILLAN;Madaillan;Madaillan;4706;;Madaillan;;
47156;COM;75;47;472;0;MARCELLUS;Marcellus;Marcellus;4713;;Marcellus;44.483333;0.083333
47157;COM;75;47;472;0;MARMANDE;Marmande;Marmande;4798;;Marmande;44.5;0.166667
47158;COM;75;47;471;0;MARMONT PACHAS;Marmont-Pachas;Marmont-Pachas;4715;;Marmont-Pachas;44.1;0.583333
47159;COM;75;47;472;2;MAS D AGENAIS;'Mas-d''Agenais';'Le Mas-d''Agenais';4708;;'Le Mas-d''Agenais';44.4;0.216667
47160;COM;75;47;473;0;MASQUIERES;Masquières;Masquières;4709;;MasquiÃ¨res;44.416667;1.05
47161;COM;75;47;473;0;MASSELS;Massels;Massels;4716;;Massels;44.316667;0.866667
47162;COM;75;47;473;0;MASSOULES;Massoulès;Massoulès;4716;;MassoulÃ¨s;44.35;0.883333
47163;COM;75;47;472;0;MAUVEZIN SUR GUPIE;Mauvezin-sur-Gupie;Mauvezin-sur-Gupie;4707;;Mauvezin sur Gupie;44.55;0.15
47164;COM;75;47;473;0;MAZIERES NARESSE;Mazières-Naresse;Mazières-Naresse;4710;;MaziÃ¨res-Naresse;44.666667;0.716667
47165;COM;75;47;472;0;MEILHAN SUR GARONNE;Meilhan-sur-Garonne;Meilhan-sur-Garonne;4713;;Meilhan-sur-Garonne;44.516667;0.033333
47167;COM;75;47;474;0;MEZIN;Mézin;Mézin;4705;;MÃ©zin;44.05;0.266667
47168;COM;75;47;472;0;MIRAMONT DE GUYENNE;Miramont-de-Guyenne;Miramont-de-Guyenne;4719;;Miramont-de-Guyenne;44.6;0.366667
47169;COM;75;47;471;0;MOIRAX;Moirax;Moirax;4715;;Moirax;44.15;0.6
47170;COM;75;47;473;0;MONBAHUS;Monbahus;Monbahus;4710;;Monbahus;44.55;0.533333
47171;COM;75;47;471;0;MONBALEN;Monbalen;Monbalen;4716;;Monbalen;44.316667;0.716667
47172;COM;75;47;474;0;MONCAUT;Moncaut;Moncaut;4705;;Moncaut;44.15;0.5
47173;COM;75;47;473;0;MONCLAR;Monclar;Monclar;4712;;Monclar;;
47174;COM;75;47;474;0;MONCRABEAU;Moncrabeau;Moncrabeau;4705;;Moncrabeau;44.033333;0.366667
47175;COM;75;47;473;0;MONFLANQUIN;Monflanquin;Monflanquin;4710;;Monflanquin;44.533333;0.766667
47176;COM;75;47;474;0;MONGAILLARD;Mongaillard;Mongaillard;4711;;Mongaillard;44.2;0.283333
47177;COM;75;47;474;0;MONHEURT;Monheurt;Monheurt;4711;;Monheurt;44.333333;0.3
47178;COM;75;47;473;0;MONSEGUR;Monségur;Monségur;4710;;MonsÃ©gur;;
47179;COM;75;47;473;0;MONSEMPRON LIBOS;Monsempron-Libos;Monsempron-Libos;4709;;Monsempron-Libos;44.483333;0.933333
47180;COM;75;47;474;0;MONTAGNAC SUR AUVIGNON;Montagnac-sur-Auvignon;Montagnac-sur-Auvignon;4705;;Montagnac-sur-Auvignon;44.15;0.466667
47181;COM;75;47;473;0;MONTAGNAC SUR LEDE;Montagnac-sur-Lède;Montagnac-sur-Lède;4710;;Montagnac-sur-LÃ¨de;44.55;0.85
47182;COM;75;47;473;0;MONTASTRUC;Montastruc;Montastruc;4712;;Montastruc;44.483333;0.516667
47183;COM;75;47;473;0;MONTAURIOL;Montauriol;Montauriol;4719;;Montauriol;44.616667;0.566667
47184;COM;75;47;473;0;MONTAUT;Montaut;Montaut;4710;;Montaut;;
47185;COM;75;47;473;0;MONTAYRAL;Montayral;Montayral;4709;;Montayral;44.483333;0.983333
47186;COM;75;47;474;0;MONTESQUIEU;Montesquieu;Montesquieu;4711;;Montesquieu;44.2;0.45
47187;COM;75;47;472;0;MONTETON;Monteton;Monteton;4707;;Monteton;44.616667;0.25
47188;COM;75;47;472;0;MONTIGNAC DE LAUZUN;Montignac-de-Lauzun;Montignac-de-Lauzun;4719;;Montignac-de-Lauzun;44.566667;0.466667
47189;COM;75;47;472;0;MONTIGNAC TOUPINERIE;Montignac-Toupinerie;Montignac-Toupinerie;4707;;Montignac-Toupinerie;44.55;0.35
47190;COM;75;47;471;0;MONTPEZAT;Montpezat;Montpezat;4706;;Montpezat;44.35;0.516667
47191;COM;75;47;472;0;MONTPOUILLAN;Montpouillan;Montpouillan;4713;;Montpouillan;44.483333;0.116667
47192;COM;75;47;473;0;MONVIEL;Monviel;Monviel;4710;;Monviel;44.566667;0.533333
47193;COM;75;47;473;0;MOULINET;Moulinet;Moulinet;4710;;Moulinet;44.533333;0.566667
47194;COM;75;47;472;0;MOUSTIER;Moustier;Moustier;4707;;Moustier;44.633333;0.3
47195;COM;75;47;474;0;NERAC;Nérac;Nérac;4705;;NÃ©rac;44.133333;0.35
47196;COM;75;47;471;0;NICOLE;Nicole;Nicole;4706;;Nicole;44.333333;0.35
47197;COM;75;47;474;0;NOMDIEU;Nomdieu;Nomdieu;4705;;Nomdieu;44.1;0.483333
47198;COM;75;47;473;0;PAILLOLES;Pailloles;Pailloles;4710;;Pailloles;44.466667;0.633333
47199;COM;75;47;472;0;PARDAILLAN;Pardaillan;Pardaillan;4707;;Pardaillan;44.65;0.283333
47200;COM;75;47;473;0;PARRANQUET;Parranquet;Parranquet;4710;;Parranquet;44.65;0.816667
47201;COM;75;47;471;2;PASSAGE;Passage;Le Passage;4704;;Le Passage;44.2;0.616667
47202;COM;75;47;473;0;PAULHIAC;Paulhiac;Paulhiac;4710;;Paulhiac;44.433333;0.633333
47203;COM;75;47;473;0;PENNE D AGENAIS;'Penne-d''Agenais';'Penne-d''Agenais';4716;;'Penne-d''Agenais';44.383333;0.833333
47204;COM;75;47;472;0;PEYRIERE;Peyrière;Peyrière;4719;;PeyriÃ¨re;44.566667;0.316667
47205;COM;75;47;474;0;PINDERES;Pindères;Pindères;4708;;PindÃ¨res;44.266667;0.033333
47206;COM;75;47;473;0;PINEL HAUTERIVE;Pinel-Hauterive;Pinel-Hauterive;4712;;Pinel-Hauterive;44.433333;0.566667
47207;COM;75;47;474;0;POMPIEY;Pompiey;Pompiey;4711;;Pompiey;44.183333;0.216667
47208;COM;75;47;474;0;POMPOGNE;Pompogne;Pompogne;4708;;Pompogne;44.25;0.05
47209;COM;75;47;471;0;PONT DU CASSE;Pont-du-Casse;Pont-du-Casse;4701;;Pont-du-Casse;44.233333;0.683333
47210;COM;75;47;471;0;PORT SAINTE MARIE;Port-Sainte-Marie;Port-Sainte-Marie;4706;;Port-Sainte-Marie;44.25;0.4
47211;COM;75;47;474;0;POUDENAS;Poudenas;Poudenas;4705;;Poudenas;44.05;0.216667
47212;COM;75;47;472;0;POUSSIGNAC;Poussignac;Poussignac;4708;;Poussignac;44.35;0.05
47213;COM;75;47;471;0;PRAYSSAS;Prayssas;Prayssas;4706;;Prayssas;44.283333;0.5
47214;COM;75;47;474;0;PUCH D AGENAIS;'Puch-d''Agenais';'Puch-d''Agenais';4711;;'Puch-d''Agenais';44.316667;0.25
47215;COM;75;47;473;0;PUJOLS;Pujols;Pujols;4721;;Pujols;44.4;0.683333
47216;COM;75;47;472;0;PUYMICLAN;Puymiclan;Puymiclan;4707;;Puymiclan;44.516667;0.316667
47217;COM;75;47;471;0;PUYMIROL;Puymirol;Puymirol;4717;;Puymirol;44.183333;0.783333
47218;COM;75;47;472;0;PUYSSERAMPION;Puysserampion;Puysserampion;4719;;Puysserampion;44.6;0.3
47219;COM;75;47;473;0;RAYET;Rayet;Rayet;4710;;Rayet;44.65;0.783333
47220;COM;75;47;474;0;RAZIMET;Razimet;Razimet;4711;;Razimet;44.35;0.233333
47221;COM;75;47;474;0;REAUP LISSE;Réaup-Lisse;Réaup-Lisse;4705;;RÃ©aup-Lisse;;
47222;COM;75;47;474;3;REUNION;Réunion;La Réunion;4708;;La RÃ©union;;
47223;COM;75;47;473;0;RIVES;Rives;Rives;4710;;Rives;44.65;0.75
47224;COM;75;47;472;0;ROMESTAING;Romestaing;Romestaing;4708;;Romestaing;44.416667;-
47225;COM;75;47;471;0;ROQUEFORT;Roquefort;Roquefort;4715;;Roquefort;44.183333;0.55
47226;COM;75;47;472;0;ROUMAGNE;Roumagne;Roumagne;4719;;Roumagne;44.616667;0.333333
47227;COM;75;47;472;0;RUFFIAC;Ruffiac;Ruffiac;4708;;Ruffiac;44.366667;0.033333
47228;COM;75;47;473;0;SAINT ANTOINE DE FICALBA;Saint-Antoine-de-Ficalba;Saint-Antoine-de-Ficalba;4721;;Saint-Antoine-de-Ficalba;44.333333;0.716667
47229;COM;75;47;472;0;SAINT ASTIER;Saint-Astier;Saint-Astier;4707;;Saint-Astier;44.725;0.25
47230;COM;75;47;473;0;SAINT AUBIN;Saint-Aubin;Saint-Aubin;4710;;Saint-Aubin;;
47231;COM;75;47;472;0;SAINT AVIT;Saint-Avit;Saint-Avit;4707;;Saint-Avit;44.566667;0.216667
47232;COM;75;47;472;0;SAINT BARTHELEMY D AGENAIS;'Saint-Barthélemy-d''Agenais';'Saint-Barthélemy-d''Agenais';4707;;'Saint-BarthÃ©lemy-d''Agenais';44.516667;0.366667
47233;COM;75;47;472;0;SAINTE BAZEILLE;Sainte-Bazeille;Sainte-Bazeille;4713;;Sainte-Bazeille;44.533333;0.1
47234;COM;75;47;471;0;SAINT CAPRAIS DE LERM;Saint-Caprais-de-Lerm;Saint-Caprais-de-Lerm;4717;;Saint-Caprais-de-Lerm;44.216667;0.75
47235;COM;75;47;472;0;SAINT COLOMB DE LAUZUN;Saint-Colomb-de-Lauzun;Saint-Colomb-de-Lauzun;4719;;Saint-Colomb-de-Lauzun;44.6;0.466667
47236;COM;75;47;472;0;SAINTE COLOMBE DE DURAS;Sainte-Colombe-de-Duras;Sainte-Colombe-de-Duras;4707;;Sainte-Colombe-de-Duras;44.683333;0.133333
47237;COM;75;47;473;0;SAINTE COLOMBE DE VILLENEUVE;Sainte-Colombe-de-Villeneuve;Sainte-Colombe-de-Villeneuve;4721;;Sainte-Colombe-de-Villeneuve;44.366667;0.65
47238;COM;75;47;471;0;SAINTE COLOMBE EN BRUILHOIS;Sainte-Colombe-en-Bruilhois;Sainte-Colombe-en-Bruilhois;4715;;Sainte-Colombe-en-Bruilhois;44.183333;0.516667
47239;COM;75;47;473;0;SAINT ETIENNE DE FOUGERES;Saint-Étienne-de-Fougères;Saint-Étienne-de-Fougères;4712;;Saint-Etienne-de-FougÃ¨res;44.416667;0.55
47240;COM;75;47;473;0;SAINT ETIENNE DE VILLEREAL;Saint-Étienne-de-Villeréal;Saint-Étienne-de-Villeréal;4710;;Saint-Etienne-de-VillerÃ©al;44.616667;0.766667
47241;COM;75;47;473;0;SAINT EUTROPE DE BORN;Saint-Eutrope-de-Born;Saint-Eutrope-de-Born;4710;;Saint-Eutrope-de-Born;44.566667;0.683333
47242;COM;75;47;473;0;SAINT FRONT SUR LEMANCE;Saint-Front-sur-Lémance;Saint-Front-sur-Lémance;4709;;Saint-Front-sur-LÃ©mance;44.566667;0.966667
47244;COM;75;47;472;0;SAINTE GEMME MARTAILLAC;Sainte-Gemme-Martaillac;Sainte-Gemme-Martaillac;4708;;Sainte-Gemme-Martaillac;44.366667;0.15
47245;COM;75;47;472;0;SAINT GERAUD;Saint-Géraud;Saint-Géraud;4707;;Saint-GÃ©raud;44.616667;0.166667
47246;COM;75;47;471;0;SAINT HILAIRE DE LUSIGNAN;Saint-Hilaire-de-Lusignan;Saint-Hilaire-de-Lusignan;4715;;Saint-Hilaire-de-Lusignan;;
47247;COM;75;47;472;0;SAINT JEAN DE DURAS;Saint-Jean-de-Duras;Saint-Jean-de-Duras;4707;;Saint-Jean-de-Duras;44.683333;0.3
47248;COM;75;47;471;0;SAINT JEAN DE THURAC;Saint-Jean-de-Thurac;Saint-Jean-de-Thurac;4717;;Saint-Jean-de-Thurac;44.166667;0.75
47249;COM;75;47;474;0;SAINT LAURENT;Saint-Laurent;Saint-Laurent;4711;;Saint-Laurent;;
47250;COM;75;47;474;0;SAINT LEGER;Saint-Léger;Saint-Léger;4711;;Saint-LÃ©ger;44.283333;0.316667
47251;COM;75;47;474;0;SAINT LEON;Saint-Léon;Saint-Léon;4711;;Saint-LÃ©on;44.283333;0.233333
47252;COM;75;47;473;0;SAINTE LIVRADE SUR LOT;Sainte-Livrade-sur-Lot;Sainte-Livrade-sur-Lot;4712;;Sainte-Livrade-sur-Lot;44.4;0.6
47253;COM;75;47;472;0;SAINTE MARTHE;Sainte-Marthe;Sainte-Marthe;4708;;Sainte-Marthe;44.4;0.166667
47254;COM;75;47;474;0;SAINT MARTIN CURTON;Saint-Martin-Curton;Saint-Martin-Curton;4708;;Saint-Martin-Curton;44.316667;0.016667
47255;COM;75;47;471;0;SAINT MARTIN DE BEAUVILLE;Saint-Martin-de-Beauville;Saint-Martin-de-Beauville;4716;;Saint-Martin-de-Beauville;;
47256;COM;75;47;473;0;SAINT MARTIN DE VILLEREAL;Saint-Martin-de-Villeréal;Saint-Martin-de-Villeréal;4710;;Saint-Martin-de-VillerÃ©al;44.633333;0.833333
47257;COM;75;47;472;0;SAINT MARTIN PETIT;Saint-Martin-Petit;Saint-Martin-Petit;4707;;Saint-Martin-Petit;44.55;0.1
47258;COM;75;47;474;0;SAINTE MAURE DE PEYRIAC;Sainte-Maure-de-Peyriac;Sainte-Maure-de-Peyriac;4705;;Sainte-Maure-de-Peyriac;44;0.15
47259;COM;75;47;473;0;SAINT MAURICE DE LESTAPEL;Saint-Maurice-de-Lestapel;Saint-Maurice-de-Lestapel;4710;;Saint-Maurice-de-Lestapel;44.566667;0.566667
47260;COM;75;47;471;0;SAINT MAURIN;Saint-Maurin;Saint-Maurin;4716;;Saint-Maurin;44.2;0.9
47262;COM;75;47;471;0;SAINT NICOLAS DE LA BALERME;Saint-Nicolas-de-la-Balerme;Saint-Nicolas-de-la-Balerme;4717;;Saint-Nicolas-de-la-Balerme;44.15;0.766667
47263;COM;75;47;472;0;SAINT PARDOUX DU BREUIL;Saint-Pardoux-du-Breuil;Saint-Pardoux-du-Breuil;4714;;Saint-Pardoux-du-Breuil;44.483333;0.216667
47264;COM;75;47;472;0;SAINT PARDOUX ISAAC;Saint-Pardoux-Isaac;Saint-Pardoux-Isaac;4719;;Saint-Pardoux-Isaac;44.6;0.383333
47265;COM;75;47;473;0;SAINT PASTOUR;Saint-Pastour;Saint-Pastour;4712;;Saint-Pastour;44.483333;0.6
47266;COM;75;47;474;0;SAINT PE SAINT SIMON;Saint-Pé-Saint-Simon;Saint-Pé-Saint-Simon;4705;;Saint-PÃ©-Saint-Simon;;
47267;COM;75;47;474;0;SAINT PIERRE DE BUZET;Saint-Pierre-de-Buzet;Saint-Pierre-de-Buzet;4711;;Saint-Pierre-de-Buzet;44.25;0.266667
47269;COM;75;47;471;0;SAINT PIERRE DE CLAIRAC;Saint-Pierre-de-Clairac;Saint-Pierre-de-Clairac;4717;;Saint-Pierre-de-Clairac;44.183333;0.766667
47271;COM;75;47;472;0;SAINT PIERRE SUR DROPT;Saint-Pierre-sur-Dropt;Saint-Pierre-sur-Dropt;4707;;Saint-Pierre-sur-Dropt;44.633333;0.2
47272;COM;75;47;473;0;SAINT QUENTIN DU DROPT;Saint-Quentin-du-Dropt;Saint-Quentin-du-Dropt;4719;;Saint-Quentin-du-Dropt;44.683333;0.583333
47273;COM;75;47;471;0;SAINT ROBERT;Saint-Robert;Saint-Robert;4716;;Saint-Robert;44.25;0.8
47274;COM;75;47;471;0;SAINT ROMAIN LE NOBLE;Saint-Romain-le-Noble;Saint-Romain-le-Noble;4717;;Saint-Romain-le-Noble;44.166667;0.783333
47275;COM;75;47;471;0;SAINT SALVY;Saint-Salvy;Saint-Salvy;4706;;Saint-Salvy;44.3;0.433333
47276;COM;75;47;471;0;SAINT SARDOS;Saint-Sardos;Saint-Sardos;4706;;Saint-Sardos;44.35;0.483333
47277;COM;75;47;472;0;SAINT SAUVEUR DE MEILHAN;Saint-Sauveur-de-Meilhan;Saint-Sauveur-de-Meilhan;4713;;Saint-Sauveur-de-Meilhan;44.475;-
47278;COM;75;47;472;0;SAINT SERNIN;Saint-Sernin;Saint-Sernin;4707;;Saint-Sernin;44.7;0.233333
47279;COM;75;47;471;0;SAINT SIXTE;Saint-Sixte;Saint-Sixte;4717;;Saint-Sixte;;
47280;COM;75;47;473;0;SAINT SYLVESTRE SUR LOT;Saint-Sylvestre-sur-Lot;Saint-Sylvestre-sur-Lot;4716;;Saint-Sylvestre-sur-Lot;44.4;0.816667
47281;COM;75;47;471;0;SAINT URCISSE;Saint-Urcisse;Saint-Urcisse;4717;;Saint-Urcisse;44.166667;0.833333
47282;COM;75;47;474;0;SAINT VINCENT DE LAMONTJOIE;Saint-Vincent-de-Lamontjoie;Saint-Vincent-de-Lamontjoie;4705;;Saint-Vincent-de-Lamontjoie;44.083333;0.5
47283;COM;75;47;473;0;SAINT VITE;Saint-Vite;Saint-Vite;4709;;Saint-Vite;44.483333;0.966667
47284;COM;75;47;473;0;SALLES;Salles;Salles;4710;;Salles;;
47285;COM;75;47;472;0;SAMAZAN;Samazan;Samazan;4714;;Samazan;44.433333;0.116667
47286;COM;75;47;474;0;SAUMEJAN;Sauméjan;Sauméjan;4708;;SaumÃ©jan;44.233333;-
47287;COM;75;47;474;0;SAUMONT;Saumont;Saumont;4705;;Saumont;44.133333;0.45
47288;COM;75;47;471;0;SAUVAGNAS;Sauvagnas;Sauvagnas;4717;;Sauvagnas;44.25;0.75
47289;COM;75;47;471;3;SAUVETAT DE SAVERES;Sauvetat-de-Savères;La Sauvetat-de-Savères;4716;;La Sauvetat-de-SavÃ¨res;44.233333;0.833333
